tweet,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
FUCK YOU BANGSAT SIALAN #SM_ì•„í‹°ìŠ¤íŠ¸ëŒ€ìš°_ê°œì„ í•´  pic.twitter.com/urHYPgui6P,,,,
"Anjing, bego, goblok, tolol, bangsat, tai, kontol, fuck, shit. 

Man, i need to cleanse this mouth with holy water",,,,
"Anjing, bangsat, setan, fuck, shit 

I swear I'm a good kid  https://twitter.com/amandrug/status/1155409850836242433Â â€¦",,,,
bangsat. ini baru sehari how the fuck they have to handle all this shit for two mf months  pic.twitter.com/LhCpPuNsxF,,,,
GOGOBEBE ROCK VERSION FUCK FUCK FUCK BANGSAT #MamamooInDaegu,,,,
FUCK FUCK FUCK BANGSAT,,,,
"Why the fuck you lying
Fuck you lying

Ini lagu bangsat banget role modelnya",,,,
Bangsat is 'Fuck' or anything else worst word,,,,
Akgaes shut the fuck up BANGSAT,,,,
Fuck rumah gue rame BANGSAT!,,,,
sometimes saying bangsat and fuck lbh puas bangsat,,,,
Hey teman bangsat. Fuck uðŸ–•,,,,
"Fuck You !!!
Bangsat !!!",,,,
Aaaaa fuck bangsat,,,,
teriak â€œif weâ€™re gonna do anything we might as well just fuckâ€� pas nonton mereka live enak banget bangsat,,,,
"Bangsat bangsat, fuck y'all",,,,
"Bangsat, bangsat, fuck, fuck, anjing",,,,
"@Gnagnon_39 fuck you bastard, you did stupid you just fuckin stupid
Bangsat biadab bajingan",,,,
"I am so frustrated especially when itms you. 
HONESTLY FUCK OFF LA WITH YOUR SO CALLED STANDARD OF FRIENDS.
SO CALLED REPUTATION.
FUCK OFF PERGI MATI LA BANGSAT",,,,
IM ON MY FCKN PERIOD YA'LL DONT MAKE ME CRY LIKE THIS I AM MORE EMOTIONALLY UNSTABBLED TODAY THAN REGULAR DAYS OKAY FUCK YOU PEOPLE.FUCK YG! YG BANGSAT  https://twitter.com/hanbinsdimple/status/1152663620943151104Â â€¦,,,,
"Man what the fuck? Anda punya karya, bangsat?",,,,
Lrt parabet bangsat serius gegara ngerasa diplagiat? Bro 34 people and a fuck ton of anime materials gone and for what??? Holy fucking shit,,,,
anjing gua benci banget bangsat dont fucking mention the mnet curse in front of me watch your words pleas dont jinx anything fuck,,,,
"FUCK YOU @Official_LM_Ent !!!!!!!

BANGSAT.",,,,
"TOO MUCH BIRTH AND YALL DIDNT GAVE ME THE ANGGARAN FOR BRAIN CONTRACEPTION??? FUCK YALL

gasnhsjsjsajja BANGSAT",,,,
Fuck off clowntown bodo bangsat,,,,
"FUCK YOU
BASI BANGSAT:(",,,,
"PERSETAN
I HATE YOU
BANGSAT
FUCK",,,,
bangsat ruang guru fuck yall lah a nigga cant even watch upin ipin,,,,
"FUCK SOMEONE TOUCH MY ALTAR WHILE IM GONE 

FUCK
FUCK IT 

BANGSAT",,,,
"Israel bangsat !
Fuck !",,,,
BANGSAT LO BENER BGT ANJING TAPI SORRY I PREFER HE TIAN MORE I CANT TAKE MY EYES OFF HIS SMALL WAIST BUT WELL TRAINED UPPER BODY FUCK IM IN LOVE WITH THEIR BODY PROPORTIONS,,,,
fuck annoying bodo yang juns bangsat niiiiiii eeeeeeeeee,,,,
"fuck, fuck, fuck, fucking fuck, ANJING BANGSAT NGENTOT !",,,,
WHAT THE FUCK ARE U DOIN BANGSAT????!!!!?? GA SOPAN  https://twitter.com/exofml_/status/1148584675327107072Â â€¦,,,,
"Anjeng, bangsat, jancok, ibab, bloody hell, shit, fuck,",,,,
bangsat i trying to expect less but still nyesel sendiri i dont do the best fuck,,,,
Kehadapan si bangsat fuckboy @_dotarsojat_ . Sudah sudah la buat palat kat member aku. Why dont you just go fuck yourself with that bitch and leave my friend alone. Konek tu gatal sangat ke sampai nk pasang scandal banyak2? So go eat that bitch ass and never crawl back okay?,,,,
fuck u to the one that stole my fuckin doritos alias bangsat liat aj ntar,,,,
Maheer bangsat ðŸ˜‚ðŸ˜‚ðŸ˜‚ fuck you tad  https://twitter.com/AminSiregar75/status/1147338346449948672Â â€¦,,,,
WHAT THE FUCK ANJING BANGSAT BTENGSEK GOBLOG  pic.twitter.com/xKEgO8zcoG,,,,
"bangsat, hampir nangis gua ðŸ˜­ðŸ˜­ðŸ˜­
fuck you. respect â�Œ",,,,
bangsat i know karasuno will win but its set 3 and their point is 1-1 and so far the opponent team is winning and they are monster level kinda strength too AND ALL THE MOMENTUM ARE BELONG TO THEM NOT KARASUNO FUCK IM SO SCARED,,,,
FUCK FUCK BANGSAT  pic.twitter.com/KkLn0MaTEl,,,,
fuck those who puts game as their first priority haah main game tu telan bangsat sejati  https://twitter.com/_nrzati/status/1146353016234057728Â â€¦,,,,
far from home bangsat. u canâ€™t just left us hanging like that what the fuck when is the next spiderman movie release bitch,,,,
this fucking hurts me A LOT fuck how much is it to buy a motherfucking sack of rice assholes???????? belagu bgt lo lo pada bangsat.  https://twitter.com/DiajengLrst/status/1146804891290988544Â â€¦,,,,
wtf is wrong w ye ppl ye just hurt my friend and now she aint talkin to nobody what if she hurt herself bangsat its her damn shit kau nak sibuk apehal its nunya business what she fkn post why u bother so much talkin shit on her like that yo ye better fuck off her lyfe,,,,
BANGSAT B B ANGSAT FUCK FOR YOU BITCH,,,,
"When i see my ex with a new girlfriend ðŸ‘ŒðŸ�»

outside : â€œsmile, everything is fineâ€�

Inside : â€œfuck you bitch. anjing, babi, bangsat, dan jancukâ€™s!â€�  pic.twitter.com/ofX1PaUYVr",,,,
"Life always find a way to fuck me :)

Bangsat",,,,
Bangsat emang fuck,,,,
@ayahnaen ..bangsat onta lagi jualan agama...fuck you,,,,
"Fuck you cebol,.bangsat  https://twitter.com/Inter/status/1146086130778902528Â â€¦",,,,
"women dont owe you anything. kami ga harus belajar dandan, ngurusin badan, be better in bed, kalo emang kalian bangsat ga pernah ngerasa cukup. why settle down in the first place? be a free spirit, fuck a ton of different people at your own risk without involving anyone dong ah.",,,,
Fuck you. Bangsat.,,,,
"the fuck... he didn't even say sorry after getting caught booking a hotel? the... oh my god. bangsat emang. i hope he will get back what he has done, and wish her to meet a better man :(",,,,
BANGSAT EMANG PLEDIS. FUCK.  https://twitter.com/balloon_wanted/status/1145524539150893056Â â€¦,,,,
"wow, big fuck you. fuck you for constantly telling me lies, and pushing me away slowly. may you and YOUR FUCKING PUBG GAME GET ALONG TOGETHER AND U'D BETTER GET A NEW LIFE, GET A NEW FRIEND BCS IM JUST SO FUCKING TIRED WITH YOU.

bye bitch. kalah mulu aja blagu lo, bangsat.",,,,
fuck ðŸ¤£ðŸ¤£ ternoticeeee samsung bangSat  https://twitter.com/SamsungMobileUS/status/1145337104710471680Â â€¦,,,,
fuck you too bangsat,,,,
fuck you anjing toy story bangsat dont play with my emotion,,,,
"You little fuck, fucking stop animal abusing bangsat.  https://twitter.com/hansvii_/status/1144539703917469696Â â€¦",,,,
bangsat gw kaget bgt i almost had a heart attack seeing namjoongoingtojailparty FUCKCCUFUFS FUCK U ALL,,,,
"You little fuck, fucking stop animal abusing bangsat.  https://twitter.com/hansvii_/status/1144539703917469696Â â€¦",,,,
what the fuck i watching. ape bangsat buat camni,,,,
Bangsat @samuelramot_ thx for put this in my tl fuck u  https://twitter.com/pardedereza/status/1144289704197677056Â â€¦,,,,
"Eh fuck you la bangsat, complain about me la. Mention my name to the management. Let them check the CCTV, let them see themselves. See whether or not my body language was rude as what this fucking bitch said. Sampai mati aku takkan maafkan hg la paria.",,,,
"i fuckin cried like a baby, muffled scream and curses like anjing bangsat lah anjir fuck fuck fuck 

odasaku, screaming. dazai's ""DON'T GO"" and ""i wanted him to eat the tofu,"" 

ME :  pic.twitter.com/NqBpJmsVmx",,,,
"fuck lah, pedo bangsat !!!

done  pic.twitter.com/QNiTGqr4Lw",,,,
"anjing keren bgt bangsat, pls bring this 60s trend back! none of their tits are showing for yall â€œTUTUPI AURATâ€� ppl. Throw away them cadar all the way back to arab u morons, the last time i recall weâ€™re still in Indonesia not arab. And it aint dusty here so fuck off!  https://twitter.com/menghanyurkan/status/1143088916951470080Â â€¦",,,,
"If reason aku quit sem depan just because classmate perangai macam bangsat , it is worth it ? We almost cancel our sculpture assesment  just because classmate datang pukul 10 lebih . Sedangkan it shld be on 9am . Aku yang datang awal pun kena tempias . Fuck lah sial !",,,,
bangsat i feel personally attacked. fuck u,,,,
e bangsat kalo lesbi kenapa setan??? the fuck is wrong with you,,,,
goblok tolol bangsat fuck up !!!!,,,,
"... you're competitive!â€� sadly, this bocah tengil bangsat won't fuck off sooner from Ephesius' sight.",,,,
"Me when my mood is normal :

Oh hi!
It's okay. 
Don't worry it's okay man

Me when tired :

Bangsat!
Fuck!
Damn it!
Shut the fuck up man!  pic.twitter.com/njvuxXOrWo",,,,
Pengen banget nyerah. Tapi kan ga mungkin aing nyerah bangsat! Engga. Aku bakal survive. There's no such thing as giving up when I'm already this far. Fuck you informatics! I'll survive from you!!!,,,,
"It's been 3 years since I made the biggest oopsie, and I still can't forget our memories. Fuck it. I still love u. Bangsat.",,,,
"BANGSAT BANGSAT FUCK FUCK FUCK
 https://twitter.com/cosmicboyj/status/1142386722308677635?s=21Â â€¦",,,,
its halal to say fuck mnet. bangsat mnet.,,,,
fuck mnet fuck bgst bgst bangsat,,,,
bangsat banget fuck may you rot in hell  https://twitter.com/pecintakucings/status/1141740727027679233Â â€¦,,,,
Fuck ðŸ¤£ðŸ¤£ðŸ¤£  pic.twitter.com/QeVO9v1w7l,,,,
"â€œAnj*ng lah pant*qâ€�
â€œGoblok ah woi apaan sihâ€�
â€œBangsat bangsat bangsatâ€�
â€œFuck you assholeâ€�

Pretty much how the talk is going on currently with @sherynaufaa 

â�¤ï¸�â�¤ï¸�â�¤ï¸�",,,,
"To people who makes me horny but you suddenly disappear.

Fuck you. Klo gamau ngentot gausah bikin horny bangsat.",,,,
Get the fuck out of bali bangsat  https://twitter.com/AlexWilliamson8/status/1141505497163370496Â â€¦,,,,
"English : just shut the fuck up!
Jawa : Meneng Bangsat!

English : your face
Jawa : remu

#EnglishSambat",,,,
What the fuck. Creepy bangsat #scarystoriestotellinthedark  pic.twitter.com/wD27nQ5s8f,,,,
"English: What the fuck!
Indo: BANGSAT!

#EnglishSambat",,,,
I use bangsat more than fuck on daily basis,,,,
"bangsat beneran dianggurin dong. Dicuekin total.... FUCK IT, I'M GOING TO DATE MYSELFðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜­ðŸ˜­  pic.twitter.com/TY6kfvyOEW",,,,
What the fuck bangsat,,,,
Whatt the fuck? Emang bangsat si han seo hee  https://twitter.com/allkpop/status/1140931194466340864Â â€¦,,,,
fuck off bangsat.,,,,
BANGSAT FUCK FUCK FUKCKKK,,,,
"Ni lagi sorang. Kau dengan dia sama je. Dua dua sampah. Dua dua bangsat. Why the fuck would you still be friends with a motherfucker who did that to you? And then you go around saying ""i'm sad, i dont wanna live no more"" i tell you what, pergi je la mampos. I couldn't careless.",,,,
im crying again over a fucking photo on website fuck ikonics are you happy now bangsat anjing thats our little happy pill at least i can still see him on the website but now hes gone litERALLY GONE EVERYWHERE ARE YOU FUCKING HAPPY ARE YOU SATISFIED,,,,
"Kalo bangsat mah gak mau lah, sis. I can earn my own fucking money, and im beautiful. Handsome and wealthy man? Get the fuck out of my way. Im that man.  https://twitter.com/bacotuhehe/status/1140268076761591808Â â€¦",,,,
"""HI HAHA""
""I hope we can be good friends""
""WHAT THE FUCK""
""SHIT""
""Dont be so kind to people please son""
""Bubur udah jadi nasi""
""Ya kan kita sama sama bodoh""
""Bangsat emang sonia sama mitnait""
""Sometimes we have to accept that people change""
""WKWKWKWK DRAMA BANGET MONYET""  https://twitter.com/kenyajcnner/status/1140147007371169793Â â€¦",,,,
"Satu kata buat para oligarki penguasaha bangsat tengik fasis bajingan... You think you can tame me? We shall see, my friend. I only gave people what they have coming to them. Fuck me and fuck you right back.  pic.twitter.com/yWQIRR46mc",,,,
fuck this is so hot. BANGSAT. MATI AJA GUE.  pic.twitter.com/65cYBUGeRJ,,,,
Fuck y'all doing this alias cringe bangsat  https://twitter.com/potekancoklat/status/1139408925495681025Â â€¦,,,,
WHAT THE FUCK!! WOI GUA GATERIMA BANGSAT,,,,
Bangsat means fuck bastard putangina yesss in other word itâ€™s yang hyunsuk!!!!,,,,
my biggest fuck you & bangsat goes to dispatch. CONGRATULATIONS!!! on destroying another idol's career in the blink of an eye. you may still be here now despite all the horrible things you've done to people's lives but it's abt time until they come back to you. mark my words,,,,
literally fuck doesnt feel like anything compared to someone telling you pendo cuki mai le deng ngana babi bangsat luji ngana bampuki,,,,
And yg really got the nerve to do this. Fuck you. Yg really think that it's not a big deal for the other members?! Anjing bangsat yg  https://twitter.com/OH_mes2/status/1138972720278847489Â â€¦,,,,
Fuck u,,,,
Bad day. Fuck day. Fuck my life. Fuck off,,,,
saying anjing and bangsat are more fun than fuck and asshole tho Â¯\_(ãƒ„)_/Â¯  https://twitter.com/jinspasta/status/1138530468373118978Â â€¦,,,,
SHIT I HOPE NOT TOO DAMN or imma have to cancel this 4 year old crush of mine fuck ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ but then again with this picâ€¦ i posted it on ig jadi kalo dia emang bangsat ya at least no private pics kan ya ðŸ¥ºðŸ¥ºðŸ¥º,,,,
apparently it's fuck yg i just found out in conclusion yg bangsat,,,,
everyone go tweet â€œyg bangsatâ€� itâ€™s been trending now it means â€œfuck ygâ€� djhskdhd,,,,
For the first time i really hate some even i never meet in real life. Fuck you @FROMREALYG bangsat,,,,
"No my swearing words is always ""anjing, bangsat, kentot, brengsek, bacot, kntl"" maybe in English is fuck  https://twitter.com/jinspasta/status/1138530468373118978Â â€¦",,,,
"I'm not an IKONIC, but i feel sad for u all. #hanbin didn't drugs or whatever that si bangsat dispatch said. Pls, read his latter and think. Also si bangsat.2 aka YG , hes one of ur most talented artist. R u kidding me? Don't u ever ruin ur artist just for cover ur fuck issues.",,,,
FUCK YOU BANGSAT SIAL!!!!  https://twitter.com/soompi/status/1138810575159537664Â â€¦,,,,
"You know i rarely cursing but,

BANGSAT ANDA @FROMREALYG
FUCK.",,,,
the fuck is wrong with yg bangsat,,,,
"Bad word is going trending right now.. 
But thats the truth.. 
So lets make em fire
YG BANGSAT.....
FUCK EM BITCH",,,,
"The fact that YG BANGSAT (trans: ""fuck YG"") is trending at #4 makes it the best troll trend ever. YG should realize that this was his dumbest decision ever. Hanbin has been with YG for a long time. Been there for 10 fucking years with him+",,,,
#SueDispatch = dispatch bangsat = fuck dispatch ðŸ˜‚ðŸ˜‚ðŸ˜‚,,,,
"No Shawty, itâ€™s actually YG(ent) Bangsat, means FUCK YG(ent)",,,,
"NEVER GET ANGRY AS MUCH AS THIS, YG BANGSAT,FUCK OFF, MOTHERFUCKER  pic.twitter.com/47vrxx6QIr",,,,
its not really fuck but it is a harsh word so YG BANGSAT,,,,
"BI out of the group!
Worldwide fans : what the fuck?
Indonesia fans : YG BANGSAT
Sistar be like : Make it louder uuuu.  pic.twitter.com/NgGwTe1jLd",,,,
Itâ€™s like â€œfuck youâ€� so YG BANGSAT means FUCK YG,,,,
I'm an Indonesian and u don't know how shooked I got seeing 'YG Bangsat' trending on no.1 in which bangsat is a curse word and it literally means 'fuck YG' Idk if I should laugh or not  pic.twitter.com/bvgcisztLA,,,,
"fuck this mess

anyway yg bangsat",,,,
Bangsat! Dispatch fuck!  https://twitter.com/coppamagz/status/1138773138412580864Â â€¦,,,,
"No, but it mean ""Fuck"" without ""YG"", and ""YG"" it can same like we said ""IT"", so ""YG BANGSAT"" mean ""Its fuckin blabla""",,,,
"YG BANGSAT is trending #4. it means ""FUCK YG"" wow indonesian ppl got the power to say  bad words and make it trending

and you know what.. LET'S MAKE IT #1 TRENDING AND FUCK YOU YG

YG BANGSAT
YG BANGSAT  pic.twitter.com/evn00YXrf3",,,,
YG BANGSAT or FUCK YG now is in #16 worldwide. the power of #iKONIC Indonesia #UniteForiKON #UniteForKIMHANBIN  pic.twitter.com/EWPpNcxlrn,,,,
"#StayStrongIkonic #ExolForIkonic
#iKON 
YG BANGSAT what the fuck  pic.twitter.com/VvaMQo2sze",,,,
â€œbangsatâ€� is a bad word like â€œfuckâ€�,,,,
Fuck YG for ruining my boy! Why you just kick hanbin out like that? No clarification? no help at all? For hanbin? For all iKON members? Yg bangsat!! @ygent_official,,,,
"i just wanna say: fuck you dispatch [also yg]ðŸ¤—
.
bangsat :D",,,,
"iKON OT7 FOREVER ðŸ™�
Hanbin if leave iKON it hurts us ðŸ˜­ðŸ˜­
You love iKON and iKONIC right
Please Bring iKON Leave with you from fuck company ðŸ˜­
You don't want see your members get hurts from that fuck company right ðŸ˜­
Its okay you leave YG Bangsat
But not okay if you leave iKON ðŸ˜­  pic.twitter.com/SKYROkGsfh",,,,
"YG BANGSAT
i hope the rest ikon member and winner can find another one, YG FUCK",,,,
BANGSAT ANJING FUCK U!!!!!!,,,,
lah bangsat? @ygent_official fuck you  https://twitter.com/OH_mes2/status/1138706040936050688Â â€¦,,,,
Fuck u dispatch bangsat,,,,
"FUCK FUCK FUCK FUCK FUCK
BAJINGAN
BANGSAT
PUAS LU, ANJING..  https://twitter.com/Koreaboo/status/1138710023553634304Â â€¦",,,,
FUCK. SAKIT BANGSAT.,,,,
"DISPATCH TOLOL
DISPATCH TAI
DISPATCH ANJING
DISPATCH GOBLOK
DISPATCH BEGO
DISPATCH BANGSAT
DISPATCH FUCK U",,,,
"HE DIDN'T EVEN USE IT, FUCK BANGSAT",,,,
"He said ""Bangsat(?) for that person that disturbed my couple"" 

Bangsat is a cursin' word like fuck off.",,,,
"dispatch anjing
fuck dispatch
dispatch bangsat
go to hell dispatch
dispatch is shit",,,,
